time-step,cId,c.cpu(%used),c.storage(%used),c.ram(%used),c.currUsersAllocated,num allocated users
241,c26,0.8923035714285714,0.9436577690972222,0.9988563939144737,"['v22', 'v91', 'v34', 'v54', 'v10', 'v18', 'v79', 'v70', 'v48', 'v23', 'v37', 'v59', 'v47', 'v3', 'v17']",15
241,c28,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
241,c29,0.6227901785714286,0.7691107855902778,0.9605423776726973,"['v11', 'v33', 'v46', 'v35', 'v6', 'v14', 'v69', 'v67', 'v5', 'v19', 'v76']",11
241,c35,0.3575267857142857,0.8890652126736112,0.7377383583470395,"['v30', 'v92', 'v83', 'v81', 'v49', 'v32', 'v15', 'v26']",8
301,c5,0.8732946428571429,0.9221666124131944,0.9846159282483553,"['v22', 'v91', 'v34', 'v54', 'v10', 'v18', 'v79', 'v70', 'v48', 'v23', 'v59', 'v3', 'v53', 'v17']",14
301,c16,0.7705848214285714,0.9211968315972222,0.9346345600328947,"['v8', 'v89', 'v7', 'v24', 'v13', 'v38', 'v75', 'v39', 'v0', 'v25', 'v99', 'v90', 'v51', 'v74']",14
301,c25,0.6786294642857142,0.7107340494791666,0.9752165141858553,"['v45', 'v73', 'v96', 'v71', 'v37', 'v47', 'v63', 'v36']",8
301,c26,0.2868660714285714,0.7780829535590278,0.526807283100329,"['v1', 'v43', 'v9', 'v85', 'v12', 'v16', 'v4']",7
301,c28,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
301,c30,0.1438705357142857,0.3341335720486111,0.31584729646381576,"['v98', 'v2', 'v78']",3
301,c43,0.6405178571428571,0.8593478732638888,0.9996723375822368,"['v11', 'v33', 'v35', 'v6', 'v14', 'v69', 'v67', 'v5', 'v19', 'v76', 'v83']",11
301,c50,0.9642857142857143,0.9415690104166666,0.8956073961759868,"['v65', 'v31', 'v44', 'v28', 'v64', 'v21', 'v41', 'v68', 'v77', 'v50', 'v86', 'v60', 'v55', 'v97', 'v58']",15
361,c3,0.2504821428571429,0.5568101671006944,0.5791850842927632,"['v57', 'v98', 'v2', 'v78', 'v42']",5
361,c11,0.5526964285714285,0.9507988823784722,0.9871986790707237,"['v11', 'v6', 'v14', 'v69', 'v5', 'v19', 'v76', 'v92', 'v32', 'v15', 'v26']",11
361,c30,0.8732946428571429,0.9221666124131944,0.9846159282483553,"['v22', 'v91', 'v34', 'v54', 'v10', 'v18', 'v79', 'v70', 'v48', 'v23', 'v59', 'v3', 'v53', 'v17']",14
361,c38,0.8237142857142857,0.8607923719618056,0.948132966694079,"['v8', 'v73', 'v89', 'v7', 'v24', 'v13', 'v0', 'v25', 'v90', 'v1', 'v43']",11
361,c43,0.6256160714285715,0.7707451714409722,0.9618209035773027,"['v45', 'v96', 'v38', 'v75', 'v39', 'v71', 'v37', 'v47', 'v63', 'v36', 'v51']",11
361,c50,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
421,c14,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
421,c24,0.8237142857142857,0.8607923719618056,0.948132966694079,"['v8', 'v73', 'v89', 'v7', 'v24', 'v13', 'v0', 'v25', 'v90', 'v1', 'v43']",11
421,c28,0.5348526785714286,0.6391533745659722,0.7358109323601973,"['v91', 'v34', 'v79', 'v70', 'v48', 'v59', 'v53', 'v57', 'v42']",9
421,c32,0.5889241071428571,0.8398234049479166,0.827990080180921,"['v22', 'v54', 'v10', 'v18', 'v23', 'v3', 'v98', 'v17', 'v2', 'v78']",10
421,c36,0.6256160714285715,0.7707451714409722,0.9618209035773027,"['v45', 'v96', 'v38', 'v75', 'v39', 'v71', 'v37', 'v47', 'v63', 'v36', 'v51']",11
421,c43,0.17960714285714285,0.5562337239583334,0.2638067948190789,"['v9', 'v85', 'v12', 'v16', 'v4']",5
421,c50,0.9642857142857143,0.9415690104166666,0.8956073961759868,"['v65', 'v31', 'v44', 'v28', 'v64', 'v21', 'v41', 'v68', 'v77', 'v50', 'v86', 'v60', 'v55', 'v97', 'v58']",15
481,c7,0.8729107142857143,0.7968953450520834,0.9604395816200658,"['v61', 'v40', 'v65', 'v62', 'v44', 'v21', 'v20', 'v95']",8
481,c12,0.8732946428571429,0.9221666124131944,0.9846159282483553,"['v22', 'v91', 'v34', 'v54', 'v10', 'v18', 'v79', 'v70', 'v48', 'v23', 'v59', 'v3', 'v53', 'v17']",14
481,c14,0.9810982142857143,0.8143988715277778,0.7244198447779605,"['v52', 'v84', 'v93', 'v66', 'v31', 'v28', 'v41', 'v68', 'v77', 'v50', 'v86', 'v60', 'v55']",13
481,c22,0.4291473214285714,0.7766859266493056,0.737378572162829,"['v64', 'v97', 'v56', 'v58', 'v82', 'v87', 'v29']",7
481,c23,0.14247321428571427,0.11096869574652778,0.10574501439144737,['v73'],1
481,c37,0.7147142857142857,0.8610568576388888,0.8967831260279605,"['v45', 'v89', 'v96', 'v75', 'v39', 'v71', 'v37', 'v63', 'v99', 'v51', 'v74']",11
481,c39,0.2504821428571429,0.5568101671006944,0.5791850842927632,"['v57', 'v98', 'v2', 'v78', 'v42']",5
481,c44,0.5742098214285715,0.8625895182291666,0.6857139185855263,"['v8', 'v7', 'v24', 'v13', 'v0', 'v25', 'v1', 'v9', 'v12', 'v16', 'v4']",11
541,c8,0.035058035714285715,0.04011366102430555,0.02675267269736842,"['v75', 'v71']",2
541,c37,0.7671026785714286,0.9224039713541666,0.9319522255345395,"['v22', 'v91', 'v34', 'v10', 'v18', 'v79', 'v70', 'v48', 'v23', 'v59', 'v3', 'v53', 'v17', 'v2']",14
541,c41,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
541,c48,0.5742098214285715,0.8625895182291666,0.6857139185855263,"['v8', 'v7', 'v24', 'v13', 'v0', 'v25', 'v1', 'v9', 'v12', 'v16', 'v4']",11
601,c0,0.3748482142857143,0.6170247395833334,0.5123997738486842,"['v22', 'v10', 'v18', 'v23', 'v3', 'v17', 'v2', 'v78']",8
601,c40,0.3561026785714286,0.4865383572048611,0.6039235968338815,"['v34', 'v48', 'v59', 'v53', 'v57', 'v42']",6
601,c41,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
661,c0,0.49903125,0.6382107204861112,0.5764095908717105,"['v22', 'v34', 'v10', 'v18', 'v48', 'v23', 'v3', 'v17', 'v2']",9
661,c15,0.998875,0.7779066297743056,0.7366718493009868,"['v52', 'v61', 'v84', 'v40', 'v93', 'v66', 'v62']",7
661,c27,0.03598660714285714,0.11109754774305555,0.05292069284539474,['v78'],1
661,c31,0.9642857142857143,0.9415690104166666,0.8956073961759868,"['v65', 'v31', 'v44', 'v28', 'v64', 'v21', 'v41', 'v68', 'v77', 'v50', 'v86', 'v60', 'v55', 'v97', 'v58']",15
721,c6,0.9983169642857143,0.7779269748263888,0.7365915398848685,"['v52', 'v84', 'v40', 'v66', 'v62', 'v28', 'v64']",7
721,c47,0.3748482142857143,0.6170247395833334,0.5123997738486842,"['v22', 'v10', 'v18', 'v23', 'v3', 'v17', 'v2', 'v78']",8
781,c41,0.8361116071428571,0.9514227973090278,0.9887534693667763,"['v52', 'v84', 'v40', 'v62', 'v21', 'v86', 'v55', 'v97', 'v20', 'v58', 'v29']",11
781,c42,0.07134821428571429,0.11133490668402778,0.21066123560855263,['v56'],1
841,c7,0.23101785714285714,0.24346923828125,0.32898912931743424,"['v40', 'v21', 'v20']",3
